"1018864","built","1154","1484","period","medieval","Medieval","source names the period ""Medieval""; years from the Whilom period registry, which is a navigation convention","","Medieval","1.0.0"
"1018921","built","1154","1484","period","medieval","Medieval","source names the period ""Medieval""; years from the Whilom period registry, which is a navigation convention","","Medieval","1.0.0"
"1018950","built","1154","1484","period","medieval","Medieval","source names the period ""Medieval""; years from the Whilom period registry, which is a navigation convention","","Medieval","1.0.0"
"1018951","built","1154","1484","period","medieval","medieval","source names the period ""medieval""; years from the Whilom period registry, which is a navigation convention","","Medieval","1.0.0"
"1019065","built","1154","1484","period","medieval","Medieval","source names the period ""Medieval""; years from the Whilom period registry, which is a navigation convention","","Medieval","1.0.0"
"1019079","built","1154","1484","period","medieval","Medieval","source names the period ""Medieval""; years from the Whilom period registry, which is a navigation convention","","Medieval","1.0.0"
"1019092","built","1154","1484","period","medieval","Medieval","source names the period ""Medieval""; years from the Whilom period registry, which is a navigation convention","","Medieval","1.0.0"
"1019093","built","1154","1484","period","medieval","medieval","source names the period ""medieval""; years from the Whilom period registry, which is a navigation convention","","Medieval","1.0.0"
"1019094","built","1154","1484","period","medieval","medieval","source names the period ""medieval""; years from the Whilom period registry, which is a navigation convention","","Medieval","1.0.0"
"1019102","built","1154","1484","period","medieval","Medieval","source names the period ""Medieval""; years from the Whilom period registry, which is a navigation convention","","Medieval","1.0.0"
"1019154","built","1154","1484","period","medieval","medieval","source names the period ""medieval""; years from the Whilom period registry, which is a navigation convention","","Medieval","1.0.0"
"1019312","built","1154","1484","period","medieval","Medieval","source names the period ""Medieval""; years from the Whilom period registry, which is a navigation convention","","Medieval","1.0.0"
"1019342","built","43","409","period","roman","Roman","source names the period ""Roman""; years from the Whilom period registry, which is a navigation convention","","Roman Britain","1.0.0"
"1019344","built","1154","1484","period","medieval","medieval","source names the period ""medieval""; years from the Whilom period registry, which is a navigation convention","","Medieval","1.0.0"
"1019382","built","1154","1484","period","medieval","Medieval","source names the period ""Medieval""; years from the Whilom period registry, which is a navigation convention","","Medieval","1.0.0"
"1019388","built","1154","1484","period","medieval","medieval","source names the period ""medieval""; years from the Whilom period registry, which is a navigation convention","","Medieval","1.0.0"
"1019403","built","1154","1484","period","medieval","medieval","source names the period ""medieval""; years from the Whilom period registry, which is a navigation convention","","Medieval","1.0.0"
"1019439","built","1946","1979","period","postwar","Cold War","source names the period ""Cold War""; years from the Whilom period registry, which is a navigation convention","","Post-war","1.0.0"
"1019521","built","1154","1484","period","medieval","medieval","source names the period ""medieval""; years from the Whilom period registry, which is a navigation convention","","Medieval","1.0.0"
"1019724","built","1154","1484","period","medieval","Medieval","source names the period ""Medieval""; years from the Whilom period registry, which is a navigation convention","","Medieval","1.0.0"
"1019757","built","1939","1945","period","wwii","World War II","source names the period ""World War II""; years from the Whilom period registry, which is a navigation convention","","Second World War","1.0.0"
"1019859","built","43","409","period","roman","Roman","source names the period ""Roman""; years from the Whilom period registry, which is a navigation convention","","Roman Britain","1.0.0"
"1019864","built","1154","1484","period","medieval","medieval","source names the period ""medieval""; years from the Whilom period registry, which is a navigation convention","","Medieval","1.0.0"
"1020022","built","1939","1945","period","wwii","World War II","source names the period ""World War II""; years from the Whilom period registry, which is a navigation convention","","Second World War","1.0.0"
"1020041","built","1939","1945","period","wwii","World War II","source names the period ""World War II""; years from the Whilom period registry, which is a navigation convention","","Second World War","1.0.0"
"1020042","built","1154","1484","period","medieval","medieval","source names the period ""medieval""; years from the Whilom period registry, which is a navigation convention","","Medieval","1.0.0"
"1020056","built","1701","1800","century","georgian","18th century","source gives ""18th century""; the 18th century is 1701–1800","","18th century","1.0.0"
"1020105","built","1939","1945","period","wwii","World War II","source names the period ""World War II""; years from the Whilom period registry, which is a navigation convention","","Second World War","1.0.0"
"1020116","built","1154","1484","period","medieval","Medieval","source names the period ""Medieval""; years from the Whilom period registry, which is a navigation convention","","Medieval","1.0.0"
"1020118","built","1154","1484","period","medieval","Medieval","source names the period ""Medieval""; years from the Whilom period registry, which is a navigation convention","","Medieval","1.0.0"
"1020119","built","1154","1484","period","medieval","medieval","source names the period ""medieval""; years from the Whilom period registry, which is a navigation convention","","Medieval","1.0.0"
"1020120","built","1154","1484","period","medieval","Medieval","source names the period ""Medieval""; years from the Whilom period registry, which is a navigation convention","","Medieval","1.0.0"
"1020121","built","-4000","-2201","period","neolithic","Neolithic","source names the period ""Neolithic""; years from the Whilom period registry, which is a navigation convention","","Neolithic","1.0.0"
"1020121","built","1154","1484","period","medieval","medieval","source names the period ""medieval""; years from the Whilom period registry, which is a navigation convention","","Medieval","1.0.0"
"1020309","built","1154","1484","period","medieval","medieval","source names the period ""medieval""; years from the Whilom period registry, which is a navigation convention","","Medieval","1.0.0"
"1020313","built","1154","1484","period","medieval","Medieval","source names the period ""Medieval""; years from the Whilom period registry, which is a navigation convention","","Medieval","1.0.0"
"1020321","built","1701","1800","century","georgian","18th century","source gives ""18th century""; the 18th century is 1701–1800","","18th century","1.0.0"
"1020324","built","1154","1484","period","medieval","medieval","source names the period ""medieval""; years from the Whilom period registry, which is a navigation convention","","Medieval","1.0.0"
"1020326","built","1154","1484","period","medieval","Medieval","source names the period ""Medieval""; years from the Whilom period registry, which is a navigation convention","","Medieval","1.0.0"
"1020403","built","1154","1484","period","medieval","medieval","source names the period ""medieval""; years from the Whilom period registry, which is a navigation convention","","Medieval","1.0.0"
"1020404","built","1939","1945","period","wwii","World War II","source names the period ""World War II""; years from the Whilom period registry, which is a navigation convention","","Second World War","1.0.0"
"1020407","built","1154","1484","period","medieval","medieval","source names the period ""medieval""; years from the Whilom period registry, which is a navigation convention","","Medieval","1.0.0"
"1020426","built","1668","1700","century","stuart","late 17th century","source gives ""late 17th century""; the late third of the 17th century by Whilom convention, and still a century-level claim","late","late 17th century","1.0.0"
"1020493","built","1939","1945","period","wwii","World War II","source names the period ""World War II""; years from the Whilom period registry, which is a navigation convention","","Second World War","1.0.0"
"1020499","built","1939","1945","period","wwii","World War II","source names the period ""World War II""; years from the Whilom period registry, which is a navigation convention","","Second World War","1.0.0"
"1020544","built","1939","1945","period","wwii","World War II","source names the period ""World War II""; years from the Whilom period registry, which is a navigation convention","","Second World War","1.0.0"
"1020551","built","1154","1484","period","medieval","medieval","source names the period ""medieval""; years from the Whilom period registry, which is a navigation convention","","Medieval","1.0.0"
"1020685","built","1154","1484","period","medieval","medieval","source names the period ""medieval""; years from the Whilom period registry, which is a navigation convention","","Medieval","1.0.0"
"1020716","built","1154","1484","period","medieval","Medieval","source names the period ""Medieval""; years from the Whilom period registry, which is a navigation convention","","Medieval","1.0.0"
"1020747","built","1154","1484","period","medieval","medieval","source names the period ""medieval""; years from the Whilom period registry, which is a navigation convention","","Medieval","1.0.0"
"1020763","built","1154","1484","period","medieval","medieval","source names the period ""medieval""; years from the Whilom period registry, which is a navigation convention","","Medieval","1.0.0"
"1020788","built","-800","42","period","iron_age","Iron Age","source names the period ""Iron Age""; years from the Whilom period registry, which is a navigation convention","","Iron Age","1.0.0"
"1020788","built","43","409","period","roman","Roman","source names the period ""Roman""; years from the Whilom period registry, which is a navigation convention","","Roman Britain","1.0.0"
"1020820","built","1154","1484","period","medieval","medieval","source names the period ""medieval""; years from the Whilom period registry, which is a navigation convention","","Medieval","1.0.0"
"1020830","built","1154","1484","period","medieval","medieval","source names the period ""medieval""; years from the Whilom period registry, which is a navigation convention","","Medieval","1.0.0"
"1020836","built","1154","1484","period","medieval","medieval","source names the period ""medieval""; years from the Whilom period registry, which is a navigation convention","","Medieval","1.0.0"
"1020949","built","1154","1484","period","medieval","Medieval","source names the period ""Medieval""; years from the Whilom period registry, which is a navigation convention","","Medieval","1.0.0"
"1020950","built","1154","1484","period","medieval","Medieval","source names the period ""Medieval""; years from the Whilom period registry, which is a navigation convention","","Medieval","1.0.0"
"1020976","built","43","409","period","roman","Roman","source names the period ""Roman""; years from the Whilom period registry, which is a navigation convention","","Roman Britain","1.0.0"
"1020990","built","1939","1945","period","wwii","World War II","source names the period ""World War II""; years from the Whilom period registry, which is a navigation convention","","Second World War","1.0.0"
"1020991","built","1901","2000","century","postwar","20th century","source gives ""20th century""; the 20th century is 1901–2000","","20th century","1.0.0"
"1020991","built","1154","1484","period","medieval","medieval","source names the period ""medieval""; years from the Whilom period registry, which is a navigation convention","","Medieval","1.0.0"
"1021083","built","43","409","period","roman","Roman","source names the period ""Roman""; years from the Whilom period registry, which is a navigation convention","","Roman Britain","1.0.0"
"1021088","built","410","1065","period","early_medieval","Anglo-Saxon","source names the period ""Anglo-Saxon""; years from the Whilom period registry, which is a navigation convention","","Anglo-Saxon & Viking","1.0.0"
"1021088","built","1154","1484","period","medieval","medieval","source names the period ""medieval""; years from the Whilom period registry, which is a navigation convention","","Medieval","1.0.0"
"1021103","built","1154","1484","period","medieval","medieval","source names the period ""medieval""; years from the Whilom period registry, which is a navigation convention","","Medieval","1.0.0"
"1021137","built","1154","1484","period","medieval","medieval","source names the period ""medieval""; years from the Whilom period registry, which is a navigation convention","","Medieval","1.0.0"
"1021181","built","43","409","period","roman","Roman","source names the period ""Roman""; years from the Whilom period registry, which is a navigation convention","","Roman Britain","1.0.0"
"1021191","built","1939","1945","period","wwii","World War II","source names the period ""World War II""; years from the Whilom period registry, which is a navigation convention","","Second World War","1.0.0"
"1021192","built","1939","1945","period","wwii","World War II","source names the period ""World War II""; years from the Whilom period registry, which is a navigation convention","","Second World War","1.0.0"
"1021209","built","43","409","period","roman","Roman","source names the period ""Roman""; years from the Whilom period registry, which is a navigation convention","","Roman Britain","1.0.0"
"1021210","built","-800","42","period","iron_age","Iron Age","source names the period ""Iron Age""; years from the Whilom period registry, which is a navigation convention","","Iron Age","1.0.0"
"1021210","built","1154","1484","period","medieval","medieval","source names the period ""medieval""; years from the Whilom period registry, which is a navigation convention","","Medieval","1.0.0"
"1021211","built","43","409","period","roman","Roman","source names the period ""Roman""; years from the Whilom period registry, which is a navigation convention","","Roman Britain","1.0.0"
"1021271","built","1154","1484","period","medieval","Medieval","source names the period ""Medieval""; years from the Whilom period registry, which is a navigation convention","","Medieval","1.0.0"
"1401425","built","-10000","-4001","period","mesolithic","Mesolithic","source names the period ""Mesolithic""; years from the Whilom period registry, which is a navigation convention","","Mesolithic","1.0.0"
"1415057","built","1914","1918","period","wwi","World War I","source names the period ""World War I""; years from the Whilom period registry, which is a navigation convention","","First World War","1.0.0"
"1416328","built","43","409","period","roman","Roman","source names the period ""Roman""; years from the Whilom period registry, which is a navigation convention","","Roman Britain","1.0.0"
"1417240","built","1154","1484","period","medieval","medieval","source names the period ""medieval""; years from the Whilom period registry, which is a navigation convention","","Medieval","1.0.0"
"1423379","built","-4000","-2201","period","neolithic","Neolithic","source names the period ""Neolithic""; years from the Whilom period registry, which is a navigation convention","","Neolithic","1.0.0"
"1423379","built","-2200","-801","period","bronze_age","Bronze Age","source names the period ""Bronze Age""; years from the Whilom period registry, which is a navigation convention","","Bronze Age","1.0.0"
"1426407","built","43","409","period","roman","Roman","source names the period ""Roman""; years from the Whilom period registry, which is a navigation convention","","Roman Britain","1.0.0"
"1428339","built","43","409","period","roman","Roman","source names the period ""Roman""; years from the Whilom period registry, which is a navigation convention","","Roman Britain","1.0.0"
"1428421","built","43","409","period","roman","Roman","source names the period ""Roman""; years from the Whilom period registry, which is a navigation convention","","Roman Britain","1.0.0"
"1430250","built","1154","1484","period","medieval","medieval","source names the period ""medieval""; years from the Whilom period registry, which is a navigation convention","","Medieval","1.0.0"
"1431904","built","1939","1945","period","wwii","Second World War","source names the period ""Second World War""; years from the Whilom period registry, which is a navigation convention","","Second World War","1.0.0"
"1433523","built","-800","42","period","iron_age","Iron Age","source names the period ""Iron Age""; years from the Whilom period registry, which is a navigation convention","","Iron Age","1.0.0"
"1433523","built","43","409","period","roman","Romano-British","source names the period ""Romano-British""; years from the Whilom period registry, which is a navigation convention","","Roman Britain","1.0.0"
"1435726","built","-2200","-801","period","bronze_age","Bronze Age","source names the period ""Bronze Age""; years from the Whilom period registry, which is a navigation convention","","Bronze Age","1.0.0"
"1435726","built","410","1065","period","early_medieval","Anglo-Saxon","source names the period ""Anglo-Saxon""; years from the Whilom period registry, which is a navigation convention","","Anglo-Saxon & Viking","1.0.0"
"1435726","built","1154","1484","period","medieval","medieval","source names the period ""medieval""; years from the Whilom period registry, which is a navigation convention","","Medieval","1.0.0"
"1473027","built","43","409","period","roman","Roman","source names the period ""Roman""; years from the Whilom period registry, which is a navigation convention","","Roman Britain","1.0.0"
"1491399","built","1154","1484","period","medieval","Medieval","source names the period ""Medieval""; years from the Whilom period registry, which is a navigation convention","","Medieval","1.0.0"
"1000000","event","1643","1643","exact_year","stuart","1643","the source names a dated event in 1643; recorded as an event rather than a construction","","1643","1.0.0"
"1000003","event","1322","1322","exact_year","medieval","1322","the source names a dated event in 1322; recorded as an event rather than a construction","","1322","1.0.0"
"1000020","event","1644","1644","exact_year","stuart","1644","the source names a dated event in 1644; recorded as an event rather than a construction","","1644","1.0.0"
"1000021","event","1319","1319","exact_year","medieval","1319","the source names a dated event in 1319; recorded as an event rather than a construction","","1319","1.0.0"
"1000027","event","1138","1138","exact_year","norman","1138","the source names a dated event in 1138; recorded as an event rather than a construction","","1138","1.0.0"
"1000035","event","1066","1066","exact_year","norman","1066","the source names a dated event in 1066; recorded as an event rather than a construction","","1066","1.0.0"
"1000040","event","1461","1461","exact_year","medieval","1461","the source names a dated event in 1461; recorded as an event rather than a construction","","1461","1.0.0"
