"1005210","2019-01-01T00:00:00Z","9","significant event (P793) — geophysical survey","event_not_about_place","dates the survey, not the site; a 2015 survey of a Bronze Age barrow says nothing about the barrow"
"1011799","1684-01-01T00:00:00Z","9","dissolved, abolished or demolished (P576)","deprecated_statement","Wikidata marks this statement deprecated; not imported as evidence"
"1083170","2019-01-01T00:00:00Z","9","significant event (P793) — geophysical survey","event_not_about_place","dates the survey, not the site; a 2015 survey of a Bronze Age barrow says nothing about the barrow"
"1083399","1996-01-01T00:00:00Z","9","significant event (P793) — automatization","event_not_about_place","a lighthouse being automated is an operational change, not a date for the structure"
"1148467","2004-01-01T00:00:00Z","9","significant event (P793) — archaeological excavation","event_not_about_place","dates the excavation, not the site"
"1162310","1996-01-01T00:00:00Z","9","significant event (P793) — automatization","event_not_about_place","a lighthouse being automated is an operational change, not a date for the structure"
"1259435","1907-02-21T00:00:00Z","11","significant event (P793) — childbirth","event_not_about_place","dates a person, not the building they were born in"
